C:\Users\Mudit\Downloads\~MS-Mechanical engg courses\Self_driving course - Udemy\Training data\forward\IMG\center_2020_04_09_02_41_27_998.jpg, C:\Users\Mudit\Downloads\~MS-Mechanical engg courses\Self_driving course - Udemy\Training data\forward\IMG\left_2020_04_09_02_41_27_998.jpg, C:\Users\Mudit\Downloads\~MS-Mechanical engg courses\Self_driving course - Udemy\Training data\forward\IMG\right_2020_04_09_02_41_27_998.jpg, 0, 0, 0, 7.850255E-05
C:\Users\Mudit\Downloads\~MS-Mechanical engg courses\Self_driving course - Udemy\Training data\forward\IMG\center_2020_04_09_02_41_28_100.jpg, C:\Users\Mudit\Downloads\~MS-Mechanical engg courses\Self_driving course - Udemy\Training data\forward\IMG\left_2020_04_09_02_41_28_100.jpg, C:\Users\Mudit\Downloads\~MS-Mechanical engg courses\Self_driving course - Udemy\Training data\forward\IMG\right_2020_04_09_02_41_28_100.jpg, 0, 0, 0, 7.824969E-05
C:\Users\Mudit\Downloads\~MS-Mechanical engg courses\Self_driving course - Udemy\Training data\forward\IMG\center_2020_04_09_02_41_28_206.jpg, C:\Users\Mudit\Downloads\~MS-Mechanical engg courses\Self_driving course - Udemy\Training data\forward\IMG\left_2020_04_09_02_41_28_206.jpg, C:\Users\Mudit\Downloads\~MS-Mechanical engg courses\Self_driving course - Udemy\Training data\forward\IMG\right_2020_04_09_02_41_28_206.jpg, 0, 0, 0, 8.224617E-05
C:\Users\Mudit\Downloads\~MS-Mechanical engg courses\Self_driving course - Udemy\Training data\forward\IMG\center_2020_04_09_02_41_28_306.jpg, C:\Users\Mudit\Downloads\~MS-Mechanical engg courses\Self_driving course - Udemy\Training data\forward\IMG\left_2020_04_09_02_41_28_306.jpg, C:\Users\Mudit\Downloads\~MS-Mechanical engg courses\Self_driving course - Udemy\Training data\forward\IMG\right_2020_04_09_02_41_28_306.jpg, 0, 0, 0, 8.273995E-05
C:\Users\Mudit\Downloads\~MS-Mechanical engg courses\Self_driving course - Udemy\Training data\forward\IMG\center_2020_04_09_02_41_28_413.jpg, C:\Users\Mudit\Downloads\~MS-Mechanical engg courses\Self_driving course - Udemy\Training data\forward\IMG\left_2020_04_09_02_41_28_413.jpg, C:\Users\Mudit\Downloads\~MS-Mechanical engg courses\Self_driving course - Udemy\Training data\forward\IMG\right_2020_04_09_02_41_28_413.jpg, 0, 0, 0, 7.837464E-05
C:\Users\Mudit\Downloads\~MS-Mechanical engg courses\Self_driving course - Udemy\Training data\forward\IMG\center_2020_04_09_02_41_28_514.jpg, C:\Users\Mudit\Downloads\~MS-Mechanical engg courses\Self_driving course - Udemy\Training data\forward\IMG\left_2020_04_09_02_41_28_514.jpg, C:\Users\Mudit\Downloads\~MS-Mechanical engg courses\Self_driving course - Udemy\Training data\forward\IMG\right_2020_04_09_02_41_28_514.jpg, 0, 0, 0, 7.816831E-05
C:\Users\Mudit\Downloads\~MS-Mechanical engg courses\Self_driving course - Udemy\Training data\forward\IMG\center_2020_04_09_02_41_28_615.jpg, C:\Users\Mudit\Downloads\~MS-Mechanical engg courses\Self_driving course - Udemy\Training data\forward\IMG\left_2020_04_09_02_41_28_615.jpg, C:\Users\Mudit\Downloads\~MS-Mechanical engg courses\Self_driving course - Udemy\Training data\forward\IMG\right_2020_04_09_02_41_28_615.jpg, 0, 0, 0, 7.790991E-05
C:\Users\Mudit\Downloads\~MS-Mechanical engg courses\Self_driving course - Udemy\Training data\forward\IMG\center_2020_04_09_02_41_28_715.jpg, C:\Users\Mudit\Downloads\~MS-Mechanical engg courses\Self_driving course - Udemy\Training data\forward\IMG\left_2020_04_09_02_41_28_715.jpg, C:\Users\Mudit\Downloads\~MS-Mechanical engg courses\Self_driving course - Udemy\Training data\forward\IMG\right_2020_04_09_02_41_28_715.jpg, 0, 0, 0, 7.895595E-05
C:\Users\Mudit\Downloads\~MS-Mechanical engg courses\Self_driving course - Udemy\Training data\forward\IMG\center_2020_04_09_02_41_28_817.jpg, C:\Users\Mudit\Downloads\~MS-Mechanical engg courses\Self_driving course - Udemy\Training data\forward\IMG\left_2020_04_09_02_41_28_817.jpg, C:\Users\Mudit\Downloads\~MS-Mechanical engg courses\Self_driving course - Udemy\Training data\forward\IMG\right_2020_04_09_02_41_28_817.jpg, 0, 0, 0, 7.796909E-05
C:\Users\Mudit\Downloads\~MS-Mechanical engg courses\Self_driving course - Udemy\Training data\forward\IMG\center_2020_04_09_02_41_28_918.jpg, C:\Users\Mudit\Downloads\~MS-Mechanical engg courses\Self_driving course - Udemy\Training data\forward\IMG\left_2020_04_09_02_41_28_918.jpg, C:\Users\Mudit\Downloads\~MS-Mechanical engg courses\Self_driving course - Udemy\Training data\forward\IMG\right_2020_04_09_02_41_28_918.jpg, 0, 0, 0, 7.838797E-05
